NP_006752.1	NM_006761.4	1433E_HUMAN	P62258-1
NP_001107654.1	NM_001114182.2	Q69FE3_HUMAN	Q69FE3-1
NP_057207.2	NM_016123.3	Q69FE3_HUMAN	Q69FE3-1
XP_005269000.1	XM_005268943.3	Q69FE3_HUMAN	Q69FE3-1
XP_005269001.1	XM_005268944.4	Q69FE3_HUMAN	Q69FE3-1
XP_005269002.1	XM_005268945.4	Q69FE3_HUMAN	Q69FE3-1
XP_006719501.1	XM_006719438.3	Q69FE3_HUMAN	Q69FE3-1
XP_011536733.1	XM_011538431.2	Q69FE3_HUMAN	Q69FE3-1
XP_011536734.1	XM_011538432.1	Q69FE3_HUMAN	Q69FE3-1
XP_011536735.1	XM_011538433.2	Q69FE3_HUMAN	Q69FE3-1
XP_016874879.1	XM_017019390.1	Q69FE3_HUMAN	Q69FE3-1
XP_005257185.1	XM_005257128.3	E9PNT2_HUMAN	E9PNT2-1
NP_000887.2	NM_000896.2	A0A024R7J8_HUMAN	A0A024R7J8-1
NP_055205.2	NM_014390.3	A0A140VK49_HUMAN	A0A140VK49-1
NP_001008410.1	NM_001008410.1	A0A024RAD7_HUMAN	A0A024RAD7-1
NP_060704.2	NM_018234.2	A0A024RAD7_HUMAN	A0A024RAD7-1
XP_006712677.1	XM_006712614.3	A0A024RAD7_HUMAN	A0A024RAD7-1
XP_006712678.1	XM_006712615.1	A0A024RAD7_HUMAN	A0A024RAD7-1
XP_011509705.1	XM_011511403.1	A0A024RAD7_HUMAN	A0A024RAD7-1
NP_002077.1	NM_002086.4	B0LPF3_HUMAN	B0LPF3-1
NP_647612.1	NM_139355.2	F1T0G6_HUMAN	F1T0G6-1
XP_011526320.1	XM_011528018.1	F1T0G6_HUMAN	F1T0G6-1
NP_003839.2	NM_003848.3	A0A024R325_HUMAN	A0A024R325-1
NP_000097.3	NM_000106.5	C1ID52_HUMAN	C1ID52-1
NP_005992.1	NM_006001.2	Q1ZYQ1_HUMAN	Q1ZYQ1-1
NP_525125.2	NM_080386.3	Q1ZYQ1_HUMAN	Q1ZYQ1-1
NP_659489.1	NM_145052.3	A8KAF9_HUMAN	A8KAF9-1
NP_001131077.1	NM_001137605.2	A0A024R4U4_HUMAN	A0A024R4U4-1
NP_071424.1	NM_022141.6	A0A024R4U4_HUMAN	A0A024R4U4-1
XP_005261759.1	XM_005261702.3	A0A024R4U4_HUMAN	A0A024R4U4-1
NP_008871.3	NM_006940.5	A0A024RB06_HUMAN	A0A024RB06-1
NP_060035.2	NM_017565.3	L8B8N7_HUMAN	L8B8N7-1
NP_149053.1	NM_033064.4	A0A0S2Z5T8_HUMAN	A0A0S2Z5T8-1
NP_937830.3	NM_198187.3	B7ZKP5_HUMAN	B7ZKP5-1
NP_001271228.1	NM_001284299.1	Q9BVT6_HUMAN	Q9BVT6-1
NP_001291478.1	NM_001304549.1	Q3KNT2_HUMAN	Q3KNT2-1
NP_006674.2	NM_006683.4	W0UTC5_HUMAN	W0UTC5-1
XP_016876423.1	XM_017020934.1	W0UTC5_HUMAN	W0UTC5-1
NP_001310451.1	NM_001323522.1	A0A024R5Z4_HUMAN	A0A024R5Z4-1
NP_001310461.1	NM_001323532.1	A0A024R5Z4_HUMAN	A0A024R5Z4-1
NP_064599.2	NM_020214.3	A0A024R5Z4_HUMAN	A0A024R5Z4-1
NP_002350.1	NM_002359.3	A0A024R8X1_HUMAN	A0A024R8X1-1
NP_116100.2	NM_032711.3	A0A024R8X1_HUMAN	A0A024R8X1-1
XP_011521880.1	XM_011523578.1	A0A024R8X1_HUMAN	A0A024R8X1-1
NP_036447.1	NM_012315.1	Q2XQG6_HUMAN	Q2XQG6-1
NP_055432.2	NM_014617.3	A0A0S2A4T3_HUMAN	A0A0S2A4T3-1
NP_001276882.1	NM_001289953.1	Q6IQ01_HUMAN	Q6IQ01-1
NP_001171419.1	NM_001177948.1	A0A024RBF8_HUMAN	A0A024RBF8-1
NP_001171420.1	NM_001177949.1	A0A024RBF8_HUMAN	A0A024RBF8-1
NP_710161.1	NM_153694.4	A0A024RBF8_HUMAN	A0A024RBF8-1
NP_060204.1	NM_017734.4	A0A0S2Z5E7_HUMAN	A0A0S2Z5E7-1
XP_016883645.1	XM_017028156.1	B4DH88_HUMAN	B4DH88-1
XP_016883646.1	XM_017028157.1	B4DH88_HUMAN	B4DH88-1
NP_653207.1	NM_144606.5	A0A0S2Z5Y7_HUMAN	A0A0S2Z5Y7-1
NP_060583.2	NM_018113.3	A0A024R0Y9_HUMAN	A0A024R0Y9-1
NP_075044.2	NM_022893.3	D6W5D9_HUMAN	D6W5D9-1
XP_011531211.1	XM_011532909.1	D6W5D9_HUMAN	D6W5D9-1
NP_001116212.1	NM_001122740.1	Q9UBT1_HUMAN	Q9UBT1-1
NP_659501.1	NM_145064.2	A0A024RB38_HUMAN	A0A024RB38-1
XP_011536428.1	XM_011538126.2	A0A024RB38_HUMAN	A0A024RB38-1
NP_570899.1	NM_130847.2	A0A024R3A6_HUMAN	A0A024R3A6-1
NP_001287882.1	NM_001300953.1	B7Z2Q2_HUMAN	B7Z2Q2-1
NP_003112.2	NM_003121.4	A0A024R4I5_HUMAN	A0A024R4I5-1
NP_002791.1	NM_002800.4	A0A1U9X8D7_HUMAN	A0A1U9X8D7-1
NP_997187.1	NM_207304.2	A2A3S3_HUMAN	A2A3S3-1
XP_016875800.1	XM_017020311.1	A2A3S3_HUMAN	A2A3S3-1
NP_061183.2	NM_018713.2	B3KR19_HUMAN	B3KR19-1
NP_065876.3	NM_020825.3	B2RNX8_HUMAN	B2RNX8-1
NP_115980.1	NM_032591.2	A0A024R176_HUMAN	A0A024R176-1
NP_003131.1	NM_003140.2	A7WPU8_HUMAN	A7WPU8-1
NP_078896.3	NM_024620.3	A0A024R4Q4_HUMAN	A0A024R4Q4-1
XP_006723444.1	XM_006723381.2	A0A024R4Q4_HUMAN	A0A024R4Q4-1
XP_006723445.1	XM_006723382.3	A0A024R4Q4_HUMAN	A0A024R4Q4-1
XP_006723446.1	XM_006723383.3	A0A024R4Q4_HUMAN	A0A024R4Q4-1
XP_006723447.1	XM_006723384.3	A0A024R4Q4_HUMAN	A0A024R4Q4-1
XP_011525617.1	XM_011527315.1	A0A024R4Q4_HUMAN	A0A024R4Q4-1
XP_011525618.1	XM_011527316.2	A0A024R4Q4_HUMAN	A0A024R4Q4-1
XP_016882796.1	XM_017027307.1	A0A024R4Q4_HUMAN	A0A024R4Q4-1
XP_016882797.1	XM_017027308.1	A0A024R4Q4_HUMAN	A0A024R4Q4-1
XP_016882798.1	XM_017027309.1	A0A024R4Q4_HUMAN	A0A024R4Q4-1
XP_016882799.1	XM_017027310.1	A0A024R4Q4_HUMAN	A0A024R4Q4-1
XP_016882800.1	XM_017027311.1	A0A024R4Q4_HUMAN	A0A024R4Q4-1
NP_001257369.1	NM_001270440.1	Q8N210_HUMAN	Q8N210-1
NP_057058.2	NM_015974.2	V9HWG2_HUMAN	V9HWG2-1
NP_001280214.1	NM_001293285.1	A0A024R101_HUMAN	A0A024R101-1
NP_001280215.1	NM_001293286.1	A0A024R101_HUMAN	A0A024R101-1
NP_075559.2	NM_023071.3	A0A024R101_HUMAN	A0A024R101-1
XP_011536992.1	XM_011538690.2	A0A024R101_HUMAN	A0A024R101-1
XP_011536993.1	XM_011538691.2	A0A024R101_HUMAN	A0A024R101-1
NP_954986.2	NM_199292.2	P78428_HUMAN	P78428-1
NP_954987.2	NM_199293.2	P78428_HUMAN	P78428-1
NP_000372.1	NM_000381.3	A0A024RBV4_HUMAN	A0A024RBV4-1
NP_001092094.1	NM_001098624.2	A0A024RBV4_HUMAN	A0A024RBV4-1
NP_001180206.1	NM_001193277.1	A0A024RBV4_HUMAN	A0A024RBV4-1
NP_001334662.1	NM_001347733.1	A0A024RBV4_HUMAN	A0A024RBV4-1
NP_150632.1	NM_033290.3	A0A024RBV4_HUMAN	A0A024RBV4-1
XP_016885025.1	XM_017029536.1	A0A024RBV4_HUMAN	A0A024RBV4-1
XP_005259194.1	XM_005259137.2	Q6IPX4_HUMAN	Q6IPX4-1
NP_003599.2	NM_003608.3	B5B0C2_HUMAN	B5B0C2-1
NP_001116835.1	NM_001123363.3	V9HWE4_HUMAN	V9HWE4-1
NP_005045.2	NM_005054.2	V9HWE4_HUMAN	V9HWE4-1
NP_008955.1	NM_007024.4	A0A024R2Y2_HUMAN	A0A024R2Y2-1
NP_001245224.1	NM_001258295.1	B5B2P4_HUMAN	B5B2P4-1
NP_001245226.1	NM_001258297.1	B5B2P4_HUMAN	B5B2P4-1
NP_001304825.1	NM_001317896.1	A0A024R9S4_HUMAN	A0A024R9S4-1
NP_001304826.1	NM_001317897.1	A0A024R9S4_HUMAN	A0A024R9S4-1
NP_777581.1	NM_174921.2	A0A024R9S4_HUMAN	A0A024R9S4-1
XP_016863351.1	XM_017007862.1	A0A024R9S4_HUMAN	A0A024R9S4-1
XP_016863352.1	XM_017007863.1	A0A024R9S4_HUMAN	A0A024R9S4-1
NP_001272328.1	NM_001285399.2	Q7Z3H1_HUMAN	Q7Z3H1-1
NP_001074312.1	NM_001080843.3	G9J6Q5_HUMAN	G9J6Q5-1
NP_001333641.1	NM_001346712.1	Q2V6Q1_HUMAN	Q2V6Q1-1
NP_000109.1	NM_000118.3	Q5T9B9_HUMAN	Q5T9B9-1
NP_001265473.1	NM_001278544.1	B7Z550_HUMAN	B7Z550-1
NP_001171708.1	NM_001184779.1	A3QRJ0_HUMAN	A3QRJ0-1
NP_001171709.1	NM_001184780.1	A3QRJ0_HUMAN	A3QRJ0-1
NP_078781.3	NM_024505.3	A3QRJ0_HUMAN	A3QRJ0-1
NP_001158884.1	NM_001165412.1	A0A024RDJ4_HUMAN	A0A024RDJ4-1
NP_001306155.1	NM_001319226.1	A0A024RDJ4_HUMAN	A0A024RDJ4-1
NP_001289572.1	NM_001302643.1	H0UI90_HUMAN	H0UI90-1
NP_001193996.1	NM_001207067.1	A0A024R3Z6_HUMAN	A0A024R3Z6-1
NP_001308617.1	NM_001321688.1	A0A024R3Z6_HUMAN	A0A024R3Z6-1
NP_001308619.1	NM_001321690.1	A0A024R3Z6_HUMAN	A0A024R3Z6-1
NP_001136329.1	NM_001142857.1	A0A024R7U7_HUMAN	A0A024R7U7-1
XP_016869315.1	XM_017013826.1	A0A024R7U7_HUMAN	A0A024R7U7-1
NP_055716.1	NM_014901.4	A0A024R7Q1_HUMAN	A0A024R7Q1-1
XP_005265897.1	XM_005265840.2	A0A024R7Q1_HUMAN	A0A024R7Q1-1
XP_005265898.1	XM_005265841.4	A0A024R7Q1_HUMAN	A0A024R7Q1-1
XP_011532768.1	XM_011534466.2	A0A024R7Q1_HUMAN	A0A024R7Q1-1
NP_000305.3	NM_000314.6	F6KD01_HUMAN	F6KD01-1
NP_006848.1	NM_006857.2	A8K513_HUMAN	A8K513-1
XP_005264707.1	XM_005264650.2	B4DMQ7_HUMAN	B4DMQ7-1
NP_001268694.1	NM_001281765.2	B7ZKJ3_HUMAN	B7ZKJ3-1
NP_001305690.1	NM_001318761.1	B7ZKJ3_HUMAN	B7ZKJ3-1
NP_004430.4	NM_004439.7	B7ZKJ3_HUMAN	B7ZKJ3-1
NP_872272.2	NM_182472.4	B7ZKJ3_HUMAN	B7ZKJ3-1
XP_011528592.1	XM_011530290.2	B3KUP2_HUMAN	B3KUP2-1
NP_000358.1	NM_000367.4	A0A024QZW0_HUMAN	A0A024QZW0-1
NP_001333746.1	NM_001346817.1	A0A024QZW0_HUMAN	A0A024QZW0-1
XP_016878797.1	XM_017023308.1	A0A024R6Z2_HUMAN	A0A024R6Z2-1
XP_016878798.1	XM_017023309.1	A0A024R6Z2_HUMAN	A0A024R6Z2-1
XP_016878799.1	XM_017023310.1	A0A024R6Z2_HUMAN	A0A024R6Z2-1
NP_055761.2	NM_014946.3	E5KRP5_HUMAN	E5KRP5-1
NP_001137324.1	NM_001143852.1	A0A024RBM9_HUMAN	A0A024RBM9-1
NP_115676.1	NM_032300.4	A0A024RBM9_HUMAN	A0A024RBM9-1
XP_011537138.1	XM_011538836.2	A0A024RBM9_HUMAN	A0A024RBM9-1
XP_011537139.1	XM_011538837.2	A0A024RBM9_HUMAN	A0A024RBM9-1
NP_057065.2	NM_015981.3	A8K161_HUMAN	A8K161-1
NP_741960.1	NM_171825.2	A8K161_HUMAN	A8K161-1
NP_001138442.1	NM_001144970.2	A0A024R281_HUMAN	A0A024R281-1
NP_001138443.1	NM_001144971.1	A0A024R281_HUMAN	A0A024R281-1
NP_036307.2	NM_012175.3	Q49AF1_HUMAN	Q49AF1-1
NP_208385.1	NM_033406.2	Q49AF1_HUMAN	Q49AF1-1
NP_075066.1	NM_022915.3	A0A024R473_HUMAN	A0A024R473-1
NP_001265476.1	NM_001278547.1	A1L4K2_HUMAN	A1L4K2-1
NP_001265477.1	NM_001278548.1	A1L4K2_HUMAN	A1L4K2-1
NP_001310251.1	NM_001323322.1	A1L4K2_HUMAN	A1L4K2-1
NP_001310252.1	NM_001323323.1	A1L4K2_HUMAN	A1L4K2-1
NP_001310259.1	NM_001323330.1	A1L4K2_HUMAN	A1L4K2-1
XP_005270448.1	XM_005270391.3	B4E019_HUMAN	B4E019-1
XP_005270449.1	XM_005270392.4	B4E019_HUMAN	B4E019-1
XP_005270450.1	XM_005270393.4	B4E019_HUMAN	B4E019-1
XP_006710367.1	XM_006710304.3	B4E019_HUMAN	B4E019-1
XP_016855609.1	XM_017000120.1	B4E019_HUMAN	B4E019-1
NP_056332.2	NM_015517.4	A0A024R3F5_HUMAN	A0A024R3F5-1
NP_945322.1	NM_198971.2	A0A024R3F5_HUMAN	A0A024R3F5-1
XP_011541047.1	XM_011542745.2	A0A024R3F5_HUMAN	A0A024R3F5-1
NP_001289760.1	NM_001302831.1	Q8IU91_HUMAN	Q8IU91-1
NP_001289761.1	NM_001302832.1	Q8IU91_HUMAN	Q8IU91-1
NP_848034.2	NM_178344.2	Q8IU91_HUMAN	Q8IU91-1
NP_001334025.1	NM_001347096.1	A0A140VJZ3_HUMAN	A0A140VJZ3-1
NP_059509.1	NM_017481.3	A0A140VJZ3_HUMAN	A0A140VJZ3-1
NP_065986.2	NM_020935.2	A0A024R416_HUMAN	A0A024R416-1
NP_001311295.1	NM_001324366.1	A0A024R9S2_HUMAN	A0A024R9S2-1
XP_011519593.1	XM_011521291.2	A0A024R9S2_HUMAN	A0A024R9S2-1
XP_016877453.1	XM_017021964.1	A0A024R9S2_HUMAN	A0A024R9S2-1
XP_016877454.1	XM_017021965.1	A0A024R9S2_HUMAN	A0A024R9S2-1
XP_016877455.1	XM_017021966.1	A0A024R9S2_HUMAN	A0A024R9S2-1
NP_001017998.1	NM_001017998.3	A0A024R156_HUMAN	A0A024R156-1
NP_001185593.1	NM_001198664.1	A0A024R156_HUMAN	A0A024R156-1
NP_001121684.1	NM_001128212.2	D3DPA6_HUMAN	D3DPA6-1
NP_001121685.1	NM_001128213.1	D3DPA6_HUMAN	D3DPA6-1
NP_001317207.1	NM_001330278.1	D3DPA6_HUMAN	D3DPA6-1
NP_689741.2	NM_152528.2	D3DPA6_HUMAN	D3DPA6-1
XP_016868477.1	XM_017012988.1	D3DSV0_HUMAN	D3DSV0-1
NP_000914.2	NM_000923.5	Q32MM7_HUMAN	Q32MM7-1
NP_001092288.1	NM_001098818.3	Q32MM7_HUMAN	Q32MM7-1
NP_001092289.1	NM_001098819.3	Q32MM7_HUMAN	Q32MM7-1
XP_011526360.1	XM_011528058.2	Q32MM7_HUMAN	Q32MM7-1
NP_001028226.1	NM_001033054.2	F1T0B6_HUMAN	F1T0B6-1
NP_001028227.1	NM_001033055.2	F1T0B6_HUMAN	F1T0B6-1
NP_001272328.1	NM_001285399.2	F1T0B6_HUMAN	F1T0B6-1
NP_001272329.1	NM_001285400.2	F1T0B6_HUMAN	F1T0B6-1
NP_001272330.1	NM_001285401.2	F1T0B6_HUMAN	F1T0B6-1
NP_001272331.1	NM_001285402.1	F1T0B6_HUMAN	F1T0B6-1
NP_055151.3	NM_014336.4	F1T0B6_HUMAN	F1T0B6-1
NP_001106818.1	NM_001113347.1	A0A024RAB0_HUMAN	A0A024RAB0-1
XP_005260059.1	XM_005260002.2	A0A024R7N3_HUMAN	A0A024R7N3-1
XP_011526457.1	XM_011528155.2	A0A024R7N3_HUMAN	A0A024R7N3-1
NP_001274679.1	NM_001287750.1	B4DND3_HUMAN	B4DND3-1
NP_001257452.1	NM_001270523.1	F1T0D1_HUMAN	F1T0D1-1
NP_001257453.1	NM_001270524.1	F1T0D1_HUMAN	F1T0D1-1
NP_001257454.1	NM_001270525.1	F1T0D1_HUMAN	F1T0D1-1
NP_068374.1	NM_021728.3	F1T0D1_HUMAN	F1T0D1-1
NP_982298.2	NM_203472.2	Q6GYA4_HUMAN	Q6GYA4-1
NP_000040.1	NM_000049.2	Q6FH48_HUMAN	Q6FH48-1
NP_001121557.1	NM_001128085.1	Q6FH48_HUMAN	Q6FH48-1
XP_016880150.1	XM_017024661.1	Q6FH48_HUMAN	Q6FH48-1
NP_001035895.1	NM_001042430.2	A0A024R6E6_HUMAN	A0A024R6E6-1
XP_016877133.1	XM_017021644.1	A0A024R6E6_HUMAN	A0A024R6E6-1
XP_016877134.1	XM_017021645.1	A0A024R6E6_HUMAN	A0A024R6E6-1
NP_001014809.1	NM_001014809.2	B3KT07_HUMAN	B3KT07-1
NP_005501.2	NM_005510.3	A0A024RCW8_HUMAN	A0A024RCW8-1
XP_006715068.1	XM_006715005.3	A0A024RCW8_HUMAN	A0A024RCW8-1
NP_076958.1	NM_024053.4	A0A024R1Q3_HUMAN	A0A024R1Q3-1
NP_001265202.1	NM_001278273.1	A0A024R704_HUMAN	A0A024R704-1
NP_872633.1	NM_182691.2	A0A024R704_HUMAN	A0A024R704-1
XP_016868055.1	XM_017012566.1	A0A024R704_HUMAN	A0A024R704-1
NP_001121140.1	NM_001127668.3	A7LFK2_HUMAN	A7LFK2-1
NP_001121141.1	NM_001127669.3	A7LFK2_HUMAN	A7LFK2-1
NP_066932.1	NM_021109.3	Q0P5T0_HUMAN	Q0P5T0-1
NP_001277078.1	NM_001290149.1	A0A024R4G9_HUMAN	A0A024R4G9-1
NP_001277079.1	NM_001290150.1	A0A024R4G9_HUMAN	A0A024R4G9-1
NP_001277080.1	NM_001290151.1	A0A024R4G9_HUMAN	A0A024R4G9-1
NP_001277081.1	NM_001290152.1	A0A024R4G9_HUMAN	A0A024R4G9-1
NP_001277082.1	NM_001290153.1	A0A024R4G9_HUMAN	A0A024R4G9-1
NP_001277083.1	NM_001290154.1	A0A024R4G9_HUMAN	A0A024R4G9-1
NP_001277084.1	NM_001290155.1	A0A024R4G9_HUMAN	A0A024R4G9-1
NP_116101.1	NM_032712.2	A0A024R4G9_HUMAN	A0A024R4G9-1
NP_954857.1	NM_199249.2	A0A024R4G9_HUMAN	A0A024R4G9-1
NP_954858.1	NM_199250.2	A0A024R4G9_HUMAN	A0A024R4G9-1
NP_001273432.1	NM_001286503.1	A0A024RDQ0_HUMAN	A0A024RDQ0-1
NP_061871.1	NM_018998.3	A0A024R8H7_HUMAN	A0A024R8H7-1
NP_000466.2	NM_000475.4	F1D8P4_HUMAN	F1D8P4-1
NP_789846.1	NM_176870.2	A0A024R6T4_HUMAN	A0A024R6T4-1
NP_001278644.1	NM_001291715.1	A0A024R1E6_HUMAN	A0A024R1E6-1
NP_001278645.1	NM_001291716.1	A0A024R1E6_HUMAN	A0A024R1E6-1
NP_006106.1	NM_006115.4	A0A024R1E6_HUMAN	A0A024R1E6-1
NP_996836.1	NM_206953.2	A0A024R1E6_HUMAN	A0A024R1E6-1
NP_996837.1	NM_206954.2	A0A024R1E6_HUMAN	A0A024R1E6-1
NP_996838.1	NM_206955.2	A0A024R1E6_HUMAN	A0A024R1E6-1
NP_996839.1	NM_206956.2	A0A024R1E6_HUMAN	A0A024R1E6-1
NP_001229475.1	NM_001242546.1	C5H3H2_HUMAN	C5H3H2-1
NP_001229476.1	NM_001242547.1	C5H3H2_HUMAN	C5H3H2-1
NP_775744.1	NM_173473.3	C5H3H2_HUMAN	C5H3H2-1
XP_016883630.1	XM_017028141.1	Q6N037_HUMAN	Q6N037-1
XP_016883631.1	XM_017028142.1	Q6N037_HUMAN	Q6N037-1
XP_016883632.1	XM_017028143.1	Q6N037_HUMAN	Q6N037-1
XP_016883633.1	XM_017028144.1	Q6N037_HUMAN	Q6N037-1
XP_016883634.1	XM_017028145.1	Q6N037_HUMAN	Q6N037-1
NP_001254704.1	NM_001267775.1	A0A024QZ08_HUMAN	A0A024QZ08-1
NP_001254705.1	NM_001267776.1	A0A024QZ08_HUMAN	A0A024QZ08-1
NP_061820.1	NM_018947.5	G4XXL9_HUMAN	G4XXL9-1
NP_077010.1	NM_024105.3	A0A024R4V6_HUMAN	A0A024R4V6-1
NP_001309097.1	NM_001322168.1	Q6H2G3_HUMAN	Q6H2G3-1
NP_001121796.1	NM_001128324.2	A0A024R7V9_HUMAN	A0A024R7V9-1
NP_777550.2	NM_174890.3	A0A024R7V9_HUMAN	A0A024R7V9-1
XP_016860925.1	XM_017005436.1	Q57Z89_HUMAN	Q57Z89-1
XP_016866179.1	XM_017010690.1	Q57Z89_HUMAN	Q57Z89-1
NP_001307804.1	NM_001320875.1	A0A024R5Z6_HUMAN	A0A024R5Z6-1
NP_932064.1	NM_197960.3	A0A024R5Z6_HUMAN	A0A024R5Z6-1
XP_016877862.1	XM_017022373.1	A0A024R5Z6_HUMAN	A0A024R5Z6-1
NP_001186248.1	NM_001199319.1	Q7Z2D7_HUMAN	Q7Z2D7-1
NP_000885.1	NM_000894.2	A0A0F7RQE6_HUMAN	A0A0F7RQE6-1
XP_016867889.1	XM_017012400.1	A4D1I0_HUMAN	A4D1I0-1
NP_036321.2	NM_012189.3	A0A024RC21_HUMAN	A0A024RC21-1
XP_016881195.1	XM_017025706.1	A0A024RC21_HUMAN	A0A024RC21-1
NP_001305262.1	NM_001318333.1	Q96CU4_HUMAN	Q96CU4-1
NP_001308669.1	NM_001321740.1	Q96CU4_HUMAN	Q96CU4-1
NP_001308670.1	NM_001321741.1	Q96CU4_HUMAN	Q96CU4-1
NP_001308671.1	NM_001321742.1	Q96CU4_HUMAN	Q96CU4-1
NP_001172112.1	NM_001185183.1	A0A024R074_HUMAN	A0A024R074-1
NP_001333519.1	NM_001346590.1	A4D2M9_HUMAN	A4D2M9-1
NP_001333520.1	NM_001346591.1	A4D2M9_HUMAN	A4D2M9-1
XP_005249599.1	XM_005249542.1	A4D2M9_HUMAN	A4D2M9-1
XP_005249600.1	XM_005249543.1	A4D2M9_HUMAN	A4D2M9-1
NP_004927.2	NM_004936.3	K7PPU3_HUMAN	K7PPU3-1
NP_001074420.1	NM_001080951.2	A1YLA1_HUMAN	A1YLA1-1
NP_001074421.1	NM_001080952.2	A1YLA1_HUMAN	A1YLA1-1
NP_001074422.1	NM_001080953.2	A1YLA1_HUMAN	A1YLA1-1
NP_001074423.1	NM_001080954.2	A1YLA1_HUMAN	A1YLA1-1
NP_001275971.1	NM_001289042.1	A1YLA1_HUMAN	A1YLA1-1
NP_001275972.1	NM_001289043.1	A1YLA1_HUMAN	A1YLA1-1
NP_001275973.1	NM_001289044.1	A1YLA1_HUMAN	A1YLA1-1
NP_001275976.1	NM_001289047.1	A1YLA1_HUMAN	A1YLA1-1
NP_001275977.1	NM_001289048.1	A1YLA1_HUMAN	A1YLA1-1
NP_001275978.1	NM_001289049.1	A1YLA1_HUMAN	A1YLA1-1
NP_001304086.1	NM_001317157.1	A1YLA1_HUMAN	A1YLA1-1
NP_001304088.1	NM_001317159.1	A1YLA1_HUMAN	A1YLA1-1
NP_006709.2	NM_006718.4	A1YLA1_HUMAN	A1YLA1-1
NP_055806.2	NM_014991.4	A0A024RDI0_HUMAN	A0A024RDI0-1
XP_011530065.1	XM_011531763.2	A0A024RDI0_HUMAN	A0A024RDI0-1
NP_001137301.1	NM_001143829.1	A0A024R2B9_HUMAN	A0A024R2B9-1
NP_079490.1	NM_025214.2	A0A024R2B9_HUMAN	A0A024R2B9-1
XP_006722615.1	XM_006722552.3	A0A024R2B9_HUMAN	A0A024R2B9-1
XP_011524500.1	XM_011526198.2	A0A024R2B9_HUMAN	A0A024R2B9-1
XP_011524501.1	XM_011526199.2	A0A024R2B9_HUMAN	A0A024R2B9-1
XP_011524502.1	XM_011526200.2	A0A024R2B9_HUMAN	A0A024R2B9-1
XP_011524503.1	XM_011526201.2	A0A024R2B9_HUMAN	A0A024R2B9-1
NP_060907.2	NM_018437.4	A0A024R162_HUMAN	A0A024R162-1
NP_932095.1	NM_197978.2	A0A024R162_HUMAN	A0A024R162-1
XP_005252143.1	XM_005252086.1	A0A024R162_HUMAN	A0A024R162-1
XP_011517147.1	XM_011518845.2	A0A024R162_HUMAN	A0A024R162-1
XP_011517148.1	XM_011518846.2	A0A024R162_HUMAN	A0A024R162-1
NP_647596.1	NM_139346.2	A0A024RAJ2_HUMAN	A0A024RAJ2-1
NP_004939.1	NM_004948.3	Q9HB00_HUMAN	Q9HB00-1
NP_208382.1	NM_033403.1	B3KVM3_HUMAN	B3KVM3-1
NP_001284598.1	NM_001297669.1	B7Z2W5_HUMAN	B7Z2W5-1
NP_001284599.1	NM_001297670.1	B7Z2W5_HUMAN	B7Z2W5-1
NP_000691.1	NM_000700.2	Q5TZZ9_HUMAN	Q5TZZ9-1
XP_011516911.1	XM_011518609.1	Q5TZZ9_HUMAN	Q5TZZ9-1
NP_002789.1	NM_002798.2	Q6IAT9_HUMAN	Q6IAT9-1
NP_001308040.1	NM_001321111.1	M0R210_HUMAN	M0R210-1
NP_002347.5	NM_002356.6	Q6NVI1_HUMAN	Q6NVI1-1
NP_001274355.1	NM_001287426.1	B4DND0_HUMAN	B4DND0-1
NP_001274359.1	NM_001287430.1	B4DND0_HUMAN	B4DND0-1
NP_003355.1	NM_003364.3	B4DND0_HUMAN	B4DND0-1
NP_001129064.1	NM_001135592.2	B2RDW1_HUMAN	B2RDW1-1
NP_001170884.1	NM_001177413.1	B2RDW1_HUMAN	B2RDW1-1
NP_002945.1	NM_002954.5	B2RDW1_HUMAN	B2RDW1-1
NP_001305863.1	NM_001318934.1	A0A0C4DGA6_HUMAN	A0A0C4DGA6-1
XP_016862568.1	XM_017007079.1	A0A0C4DGA6_HUMAN	A0A0C4DGA6-1
NP_031391.2	NM_007365.2	A0A024RA98_HUMAN	A0A024RA98-1
NP_001308047.1	NM_001321118.1	B8ZZ99_HUMAN	B8ZZ99-1
NP_004310.1	NM_004319.2	A6H8Y4_HUMAN	A6H8Y4-1
NP_006808.1	NM_006817.3	V9HW71_HUMAN	V9HW71-1
NP_001291429.1	NM_001304500.1	I3L269_HUMAN	I3L269-1
NP_000591.1	NM_000600.4	Q75MH2_HUMAN	Q75MH2-1
XP_011513692.1	XM_011515390.2	Q75MH2_HUMAN	Q75MH2-1
NP_001308635.1	NM_001321706.1	A8MXK4_HUMAN	A8MXK4-1
XP_016882601.1	XM_017027112.1	A8MXK4_HUMAN	A8MXK4-1
NP_002539.2	NM_002548.2	A0A126GVV4_HUMAN	A0A126GVV4-1
NP_001333646.1	NM_001346717.1	C9JR67_HUMAN	C9JR67-1
NP_619543.2	NM_138637.2	B8ZZX6_HUMAN	B8ZZX6-1
NP_005037.1	NM_005046.3	A0A024R4H6_HUMAN	A0A024R4H6-1
NP_644806.1	NM_139277.2	A0A024R4H6_HUMAN	A0A024R4H6-1
NP_001230894.1	NM_001243965.1	Q5Y7D1_HUMAN	Q5Y7D1-1
NP_002737.2	NM_002746.2	L7RXH5_HUMAN	L7RXH5-1
NP_001166366.1	NM_001172895.1	Q2TNI1_HUMAN	Q2TNI1-1
